fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route
LAS7,DLA5,92557,dim1,2021-05-11 05:52:21,2021-05-12 23:59:59,"['r78', 'r695', 'r3043']",
LGB7,DLA5,92507,dim1,2021-05-11 05:52:23,2021-05-12 23:59:59,"['r81', 'r105', 'r1196', 'r3065', 'r3265']",
SMF1,DPS1,91776,dim1,2021-05-11 05:52:27,2021-05-12 23:59:59,"['r2287', 'r5558']",
PSP1,DLA5,92223,dim1,2021-05-11 05:52:47,2021-05-12 23:59:59,"['r93', 'r2019', 'r3148']",
BFL1,DLA5,92404,dim1,2021-05-11 05:52:49,2021-05-12 23:59:59,"['r90', 'r350', 'r3134']",
TUS2,DPS1,90640,dim1,2021-05-11 05:53:02,2021-05-12 23:59:59,"['r2404', 'r4627']",
LGB7,DSD1,92127,dim1,2021-05-11 05:53:03,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1330', 'r7210', 'r7450']",
PSP1,DLA5,92404,dim1,2021-05-11 05:53:06,2021-05-12 23:59:59,"['r93', 'r2030', 'r3159']",
OAK4,DSD1,92122,dim1,2021-05-11 05:53:11,2021-05-12 23:59:59,"['r103', 'r1494', 'r7236', 'r7416']",
PSP1,DLA5,92313,dim1,2021-05-11 05:53:15,2021-05-12 23:59:59,"['r93', 'r2020', 'r3149']",
TUS2,DLA5,92553,dim1,2021-05-11 05:53:15,2021-05-12 23:59:59,"['r66', 'r2373', 'r2941']",
ONT2,DSD1,92067,dim1,2021-05-11 05:53:17,2021-05-12 23:59:59,"['r112', 'r1651', 'r7255', 'r7495']",
TUS2,DLA5,92407,dim1,2021-05-11 05:53:25,2021-05-12 23:59:59,"['r66', 'r2368', 'r2936']",
LGB7,DPS3,91302,dim1,2021-05-11 05:53:26,2021-05-12 23:59:59,"['r82', 'r1287', 'r6327', 'r6495']",
BFL1,DSD1,92120,dim1,2021-05-11 05:53:32,2021-05-12 23:59:59,"['r484', 'r7294']",
SMF1,DPS3,90265,dim1,2021-05-11 05:53:33,2021-05-12 23:59:59,"['r2292', 'r6450']",
FAT1,DSD2,92056,dim1,2021-05-11 05:53:36,2021-05-12 23:59:59,"['r668', 'r7880']",
TUS2,DLA5,92555,dim1,2021-05-11 05:53:40,2021-05-12 23:59:59,"['r66', 'r2374', 'r2942']",
OAK4,DPS1,91016,dim1,2021-05-11 05:53:45,2021-05-12 23:59:59,"['r86', 'r1403', 'r5114', 'r5594']",
BFL1,DSD2,92056,dim1,2021-05-11 05:53:51,2021-05-12 23:59:59,"['r500', 'r7808']",
BFL1,DPS1,91104,dim1,2021-05-11 05:53:58,2021-05-12 23:59:59,"['r92', 'r401', 'r5280']",
BFL1,DLA5,92583,dim1,2021-05-11 05:53:58,2021-05-12 23:59:59,"['r90', 'r363', 'r3147']",
PSP1,DPS1,91001,dim1,2021-05-11 05:54:01,2021-05-12 23:59:59,"['r2069', 'r5348']",
LAS7,DPS1,91001,dim1,2021-05-11 05:54:08,2021-05-12 23:59:59,"['r80', 'r725', 'r4948']",
PSP1,DSD1,92037,dim1,2021-05-11 05:54:16,2021-05-12 23:59:59,"['r94', 'r2154', 'r7314']",
TUS2,DLA5,92583,dim1,2021-05-11 05:54:16,2021-05-12 23:59:59,"['r66', 'r2379', 'r2947']",
TUS2,DPS1,91011,dim1,2021-05-11 05:54:24,2021-05-12 23:59:59,"['r2410', 'r4633']",
PSP1,DLA5,92374,dim1,2021-05-11 05:54:28,2021-05-12 23:59:59,"['r93', 'r2027', 'r3156']",
FAT1,DLA5,92374,dim1,2021-05-11 05:54:34,2021-05-12 23:59:59,"['r108', 'r515', 'r3281']",
ONT2,DSD1,92124,dim1,2021-05-11 05:54:35,2021-05-12 23:59:59,"['r112', 'r1664', 'r7268', 'r7508']",
FAT1,DLA5,92507,dim1,2021-05-11 05:54:37,2021-05-12 23:59:59,"['r108', 'r524', 'r3290']",
ONT6,DPS1,90042,dim1,2021-05-11 05:54:41,2021-05-12 23:59:59,"['r1722', 'r5417']",
PSP1,DPS1,90032,dim1,2021-05-11 05:54:43,2021-05-12 23:59:59,"['r2054', 'r5333']",
LGB7,DPS1,91776,dim1,2021-05-11 05:54:52,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1279', 'r5078', 'r5718']",
BFL1,DSD2,92056,dim1,2021-05-11 05:54:57,2021-05-12 23:59:59,"['r500', 'r7808']",
ONT6,DLA5,92223,dim1,2021-05-11 05:54:58,2021-05-12 23:59:59,"['r96', 'r1683', 'r3173']",
ONT2,DPS1,90026,dim1,2021-05-11 05:54:59,2021-05-12 23:59:59,"['r89', 'r1545', 'r5168', 'r5808']",
TUS2,DLA5,92407,dim1,2021-05-11 05:55:01,2021-05-12 23:59:59,"['r66', 'r2368', 'r2936']",
TUS2,DPS1,91030,dim1,2021-05-11 05:55:05,2021-05-12 23:59:59,"['r2414', 'r4637']",
TUS2,DLA5,92555,dim1,2021-05-11 05:55:06,2021-05-12 23:59:59,"['r66', 'r2374', 'r2942']",
LAS7,DPS1,91702,dim1,2021-05-11 05:55:07,2021-05-12 23:59:59,"['r80', 'r762', 'r4985']",
SMF1,DLA5,92223,dim1,2021-05-11 05:55:08,2021-05-12 23:59:59,"['r99', 'r2187', 'r3198']",
OAK4,DPS1,91016,dim1,2021-05-11 05:55:10,2021-05-12 23:59:59,"['r86', 'r1403', 'r5114', 'r5594']",
FAT1,DLA5,92359,dim1,2021-05-11 05:55:11,2021-05-12 23:59:59,"['r108', 'r513', 'r3279']",
SMF1,DPS3,91364,dim1,2021-05-11 05:55:18,2021-05-12 23:59:59,"['r2302', 'r6460']",
PSP1,DPS1,91205,dim1,2021-05-11 05:55:19,2021-05-12 23:59:59,"['r2090', 'r5369']",
TUS2,DLA5,92404,dim1,2021-05-11 05:55:22,2021-05-12 23:59:59,"['r66', 'r2366', 'r2934']",
LGB7,DLA5,92507,dim1,2021-05-11 05:55:39,2021-05-12 23:59:59,"['r81', 'r105', 'r1196', 'r3065', 'r3265']",
ONT2,DSD1,92014,dim1,2021-05-11 05:55:44,2021-05-12 23:59:59,"['r112', 'r1644', 'r7248', 'r7488']",
LGB3,DSD2,92010,dim1,2021-05-11 05:55:46,2021-05-12 23:59:59,"['r1000', 'r7720']",
LGB7,DPS3,90265,dim1,2021-05-11 05:55:47,2021-05-12 23:59:59,"['r82', 'r1284', 'r6324', 'r6492']",
OAK4,DPS1,90063,dim1,2021-05-11 05:55:53,2021-05-12 23:59:59,"['r86', 'r1388', 'r5099', 'r5579']",
BFL1,DLA5,92557,dim1,2021-05-11 05:55:59,2021-05-12 23:59:59,"['r90', 'r359', 'r3143']",
TUS2,DPS1,91016,dim1,2021-05-11 05:56:02,2021-05-12 23:59:59,"['r2411', 'r4634']",
SMF1,DSD1,92122,dim1,2021-05-11 05:56:03,2021-05-12 23:59:59,"['r100', 'r2334', 'r7386']",
LGB6,DPS1,91776,dim1,2021-05-11 05:56:04,2021-05-12 23:59:59,"['r74', 'r1111', 'r4838']",
ONT2,DLA5,92410,dim1,2021-05-11 05:56:14,2021-05-12 23:59:59,"['r87', 'r111', 'r1530', 'r3113', 'r3313']",
SMF1,DSD1,92126,dim1,2021-05-11 05:56:15,2021-05-12 23:59:59,"['r100', 'r2337', 'r7389']",
LGB7,DSD1,92127,dim1,2021-05-11 05:56:23,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1330', 'r7210', 'r7450']",
LAS7,DLA5,92555,dim1,2021-05-11 05:56:24,2021-05-12 23:59:59,"['r78', 'r694', 'r3042']",
TUS2,DLA5,92399,dim1,2021-05-11 05:56:27,2021-05-12 23:59:59,"['r66', 'r2365', 'r2933']",
PSP1,DPS1,90041,dim1,2021-05-11 05:56:28,2021-05-12 23:59:59,"['r2057', 'r5336']",
PHX6,DLA5,92407,dim1,2021-05-11 05:56:31,2021-05-12 23:59:59,"['r75', 'r1864', 'r3011']",
BFL1,DSD1,92124,dim1,2021-05-11 05:56:36,2021-05-12 23:59:59,"['r488', 'r7298']",
SMF1,DPS1,90039,dim1,2021-05-11 05:56:38,2021-05-12 23:59:59,"['r2224', 'r5495']",
SMF1,DPS1,91702,dim1,2021-05-11 05:56:39,2021-05-12 23:59:59,"['r2274', 'r5545']",
BFL1,DPS1,91702,dim1,2021-05-11 05:56:40,2021-05-12 23:59:59,"['r92', 'r426', 'r5305']",
FAT1,DSD1,92117,dim1,2021-05-11 05:56:44,2021-05-12 23:59:59,"['r651', 'r7473']",
OAK4,DSD1,92027,dim1,2021-05-11 05:56:45,2021-05-12 23:59:59,"['r103', 'r1480', 'r7222', 'r7402']",
LGB3,DPS1,91790,dim1,2021-05-11 05:56:51,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r945', 'r4760']",
ONT6,DPS1,91790,dim1,2021-05-11 05:56:51,2021-05-12 23:59:59,"['r1785', 'r5480']",
LGB3,DSD2,92008,dim1,2021-05-11 05:56:51,2021-05-12 23:59:59,"['r999', 'r7719']",
ONT2,DPS1,91101,dim1,2021-05-11 05:56:58,2021-05-12 23:59:59,"['r89', 'r1575', 'r5198', 'r5838']",
LGB3,DPS3,91356,dim1,2021-05-11 05:57:02,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r954', 'r6246']",
ONT6,DSD1,92117,dim1,2021-05-11 05:57:07,2021-05-12 23:59:59,"['r6', 'r12', 'r97', 'r1827', 'r7353']",
LAS7,DSD1,92075,dim1,2021-05-11 05:57:11,2021-05-12 23:59:59,"['r812', 'r7166']",
LAS7,DLA5,92407,dim1,2021-05-11 05:57:13,2021-05-12 23:59:59,"['r78', 'r688', 'r3036']",
FAT1,DSD1,92108,dim1,2021-05-11 05:57:15,2021-05-12 23:59:59,"['r649', 'r7471']",
SMF1,DPS3,91362,dim1,2021-05-11 05:57:16,2021-05-12 23:59:59,"['r2301', 'r6459']",
FAT1,DPS1,90027,dim1,2021-05-11 05:57:21,2021-05-12 23:59:59,"['r110', 'r538', 'r5729']",
TUS2,DLA5,92399,dim1,2021-05-11 05:57:25,2021-05-12 23:59:59,"['r66', 'r2365', 'r2933']",
LGB3,DPS1,90031,dim1,2021-05-11 05:57:30,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r877', 'r4692']",
LGB6,DPS1,90026,dim1,2021-05-11 05:57:37,2021-05-12 23:59:59,"['r74', 'r1041', 'r4768']",
LGB3,DPS1,91801,dim1,2021-05-11 05:57:39,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r946', 'r4761']",
FAT1,DPS1,90033,dim1,2021-05-11 05:57:52,2021-05-12 23:59:59,"['r110', 'r543', 'r5734']",
LGB7,DLA5,92555,dim1,2021-05-11 05:57:52,2021-05-12 23:59:59,"['r81', 'r105', 'r1198', 'r3067', 'r3267']",
LGB3,DPS1,91016,dim1,2021-05-11 05:57:56,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r899', 'r4714']",
BFL1,DSD1,92123,dim1,2021-05-11 05:57:57,2021-05-12 23:59:59,"['r487', 'r7297']",
ONT6,DPS1,90032,dim1,2021-05-11 05:58:00,2021-05-12 23:59:59,"['r1718', 'r5413']",
PSP1,DSD1,92024,dim1,2021-05-11 05:58:20,2021-05-12 23:59:59,"['r94', 'r2149', 'r7309']",
TUS2,DSD1,92131,dim1,2021-05-11 05:58:23,2021-05-12 23:59:59,"['r67', 'r2510', 'r7064']",
FAT1,DSD1,92129,dim1,2021-05-11 05:58:29,2021-05-12 23:59:59,"['r660', 'r7482']",
TUS2,DPS1,91775,dim1,2021-05-11 05:58:29,2021-05-12 23:59:59,"['r2454', 'r4677']",
FAT1,DLA5,92571,dim1,2021-05-11 05:58:34,2021-05-12 23:59:59,"['r108', 'r529', 'r3295']",
LAS7,DSD1,92128,dim1,2021-05-11 05:58:42,2021-05-12 23:59:59,"['r827', 'r7181']",
LAS7,DLA5,92346,dim1,2021-05-11 05:58:48,2021-05-12 23:59:59,"['r78', 'r679', 'r3027']",
LGB3,DPS1,91790,dim1,2021-05-11 05:58:48,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r945', 'r4760']",
TUS2,DSD1,92007,dim1,2021-05-11 05:58:52,2021-05-12 23:59:59,"['r67', 'r2482', 'r7036']",
PSP1,DPS1,91732,dim1,2021-05-11 05:58:52,2021-05-12 23:59:59,"['r2111', 'r5390']",
PHX6,DSD1,92067,dim1,2021-05-11 05:58:59,2021-05-12 23:59:59,"['r76', 'r1987', 'r7135']",
LAS7,DPS1,91780,dim1,2021-05-11 05:59:03,2021-05-12 23:59:59,"['r80', 'r776', 'r4999']",
FAT1,DLA5,92346,dim1,2021-05-11 05:59:09,2021-05-12 23:59:59,"['r108', 'r511', 'r3277']",
ONT6,DPS1,91731,dim1,2021-05-11 05:59:13,2021-05-12 23:59:59,"['r1774', 'r5469']",
LGB3,DLA5,92410,dim1,2021-05-11 05:59:15,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r858', 'r2963']",
BFL1,DSD1,92108,dim1,2021-05-11 05:59:18,2021-05-12 23:59:59,"['r481', 'r7291']",
PSP1,DLA5,92571,dim1,2021-05-11 05:59:18,2021-05-12 23:59:59,"['r93', 'r2041', 'r3170']",
LAS7,DPS1,91107,dim1,2021-05-11 05:59:21,2021-05-12 23:59:59,"['r80', 'r740', 'r4963']",
TUS2,DPS1,91741,dim1,2021-05-11 05:59:21,2021-05-12 23:59:59,"['r2449', 'r4672']",
PSP1,DPS1,91754,dim1,2021-05-11 05:59:23,2021-05-12 23:59:59,"['r2115', 'r5394']",
LGB7,DSD1,92127,dim1,2021-05-11 05:59:25,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1330', 'r7210', 'r7450']",
LGB7,DLA5,92408,dim1,2021-05-11 05:59:31,2021-05-12 23:59:59,"['r81', 'r105', 'r1193', 'r3062', 'r3262']",
FAT1,DSD1,92121,dim1,2021-05-11 05:59:39,2021-05-12 23:59:59,"['r653', 'r7475']",
FAT1,DPS3,91367,dim1,2021-05-11 05:59:40,2021-05-12 23:59:59,"['r109', 'r623', 'r6524']",
LGB3,DSD2,92057,dim1,2021-05-11 05:59:44,2021-05-12 23:59:59,"['r1005', 'r7725']",
LGB3,DSD1,92037,dim1,2021-05-11 05:59:46,2021-05-12 23:59:59,"['r0', 'r13', 'r978', 'r7074']",
ONT6,DPS1,90640,dim1,2021-05-11 05:59:46,2021-05-12 23:59:59,"['r1732', 'r5427']",
OAK4,DPS1,90026,dim1,2021-05-11 05:59:47,2021-05-12 23:59:59,"['r86', 'r1377', 'r5088', 'r5568']",
FAT1,DLA5,92324,dim1,2021-05-11 05:59:52,2021-05-12 23:59:59,"['r108', 'r510', 'r3276']",
BFL1,DPS1,91107,dim1,2021-05-11 05:59:53,2021-05-12 23:59:59,"['r92', 'r404', 'r5283']",
BFL1,DLA5,92405,dim1,2021-05-11 06:00:01,2021-05-12 23:59:59,"['r90', 'r351', 'r3135']",
PSP1,DSD2,92054,dim1,2021-05-11 06:00:04,2021-05-12 23:59:59,"['r95', 'r2179', 'r7819']",
PSP1,DPS1,91204,dim1,2021-05-11 06:00:08,2021-05-12 23:59:59,"['r2089', 'r5368']",
PSP1,DPS1,90640,dim1,2021-05-11 06:00:13,2021-05-12 23:59:59,"['r2068', 'r5347']",
OAK4,DLA5,92374,dim1,2021-05-11 06:00:14,2021-05-12 23:59:59,"['r84', 'r102', 'r1355', 'r3081', 'r3231']",
TUS2,DLA5,92583,dim1,2021-05-11 06:00:15,2021-05-12 23:59:59,"['r66', 'r2379', 'r2947']",
LGB3,DPS1,90057,dim1,2021-05-11 06:00:17,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r883', 'r4698']",
BFL1,DPS1,90014,dim1,2021-05-11 06:00:25,2021-05-12 23:59:59,"['r92', 'r366', 'r5245']",
PSP1,DSD1,92093,dim1,2021-05-11 06:00:29,2021-05-12 23:59:59,"['r94', 'r2160', 'r7320']",
BFL1,DPS1,91016,dim1,2021-05-11 06:00:46,2021-05-12 23:59:59,"['r92', 'r395', 'r5274']",
LAS7,DSD1,92130,dim1,2021-05-11 06:00:46,2021-05-12 23:59:59,"['r829', 'r7183']",
TUS2,DLA5,92346,dim1,2021-05-11 06:00:47,2021-05-12 23:59:59,"['r66', 'r2359', 'r2927']",
PSP1,DPS1,91205,dim1,2021-05-11 06:00:50,2021-05-12 23:59:59,"['r2090', 'r5369']",
PSP1,DSD1,92108,dim1,2021-05-11 06:00:50,2021-05-12 23:59:59,"['r94', 'r2161', 'r7321']",
ONT2,DLA5,92507,dim1,2021-05-11 06:00:53,2021-05-12 23:59:59,"['r87', 'r111', 'r1532', 'r3115', 'r3315']",
LAS7,DSD1,92123,dim1,2021-05-11 06:00:57,2021-05-12 23:59:59,"['r823', 'r7177']",
OAK4,DPS1,90057,dim1,2021-05-11 06:00:57,2021-05-12 23:59:59,"['r86', 'r1387', 'r5098', 'r5578']",
LGB6,DPS1,90039,dim1,2021-05-11 06:01:00,2021-05-12 23:59:59,"['r74', 'r1048', 'r4775']",
TUS2,DSD1,92029,dim1,2021-05-11 06:01:01,2021-05-12 23:59:59,"['r67', 'r2489', 'r7043']",
PSP1,DPS1,90029,dim1,2021-05-11 06:01:03,2021-05-12 23:59:59,"['r2052', 'r5331']",
BFL1,DSD1,92126,dim1,2021-05-11 06:01:05,2021-05-12 23:59:59,"['r489', 'r7299']",
TUS2,DLA5,92354,dim1,2021-05-11 06:01:06,2021-05-12 23:59:59,"['r66', 'r2360', 'r2928']",
PSP1,DPS3,91367,dim1,2021-05-11 06:01:07,2021-05-12 23:59:59,"['r2135', 'r6419']",
LAS7,DSD1,92092,dim1,2021-05-11 06:01:08,2021-05-12 23:59:59,"['r815', 'r7169']",
ONT6,DPS1,90022,dim1,2021-05-11 06:01:09,2021-05-12 23:59:59,"['r1712', 'r5407']",
PSP1,DLA5,92507,dim1,2021-05-11 06:01:16,2021-05-12 23:59:59,"['r93', 'r2036', 'r3165']",
PSP1,DPS1,90013,dim1,2021-05-11 06:01:16,2021-05-12 23:59:59,"['r2045', 'r5324']",
FAT1,DSD1,92122,dim1,2021-05-11 06:01:21,2021-05-12 23:59:59,"['r654', 'r7476']",
LAS7,DLA5,92411,dim1,2021-05-11 06:01:23,2021-05-12 23:59:59,"['r78', 'r691', 'r3039']",
LGB7,DPS1,91207,dim1,2021-05-11 06:01:23,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1252', 'r5051', 'r5691']",
FAT1,DSD1,92128,dim1,2021-05-11 06:01:23,2021-05-12 23:59:59,"['r659', 'r7481']",
LGB7,DPS3,91302,dim1,2021-05-11 06:01:27,2021-05-12 23:59:59,"['r82', 'r1287', 'r6327', 'r6495']",
LAS7,DLA5,92374,dim1,2021-05-11 06:01:40,2021-05-12 23:59:59,"['r78', 'r683', 'r3031']",
TUS2,DPS1,91001,dim1,2021-05-11 06:01:41,2021-05-12 23:59:59,"['r2405', 'r4628']",
LAS7,DSD2,92054,dim1,2021-05-11 06:01:50,2021-05-12 23:59:59,"['r835', 'r7759']",
ONT2,DSD1,92075,dim1,2021-05-11 06:01:54,2021-05-12 23:59:59,"['r112', 'r1652', 'r7256', 'r7496']",
BFL1,DSD1,92111,dim1,2021-05-11 06:01:59,2021-05-12 23:59:59,"['r482', 'r7292']",
LGB3,DSD2,92069,dim1,2021-05-11 06:02:06,2021-05-12 23:59:59,"['r1007', 'r7727']",
LGB7,DLA5,92374,dim1,2021-05-11 06:02:10,2021-05-12 23:59:59,"['r81', 'r105', 'r1187', 'r3056', 'r3256']",
PSP1,DSD1,92129,dim1,2021-05-11 06:02:15,2021-05-12 23:59:59,"['r94', 'r2172', 'r7332']",
ONT6,DPS1,90065,dim1,2021-05-11 06:02:16,2021-05-12 23:59:59,"['r1725', 'r5420']",
LGB7,DPS3,91356,dim1,2021-05-11 06:02:17,2021-05-12 23:59:59,"['r82', 'r1290', 'r6330', 'r6498']",
PSP1,DLA5,92346,dim1,2021-05-11 06:02:18,2021-05-12 23:59:59,"['r93', 'r2023', 'r3152']",
LAS7,DPS1,91801,dim1,2021-05-11 06:02:23,2021-05-12 23:59:59,"['r80', 'r778', 'r5001']",
LGB3,DLA5,92320,dim1,2021-05-11 06:02:24,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r845', 'r2950']",
LGB7,DSD2,92057,dim1,2021-05-11 06:02:30,2021-05-12 23:59:59,"['r7', 'r11', 'r107', 'r1341', 'r7773', 'r7869']",
FAT1,DLA5,92223,dim1,2021-05-11 06:02:44,2021-05-12 23:59:59,"['r108', 'r507', 'r3273']",
TUS2,DSD2,92054,dim1,2021-05-11 06:02:45,2021-05-12 23:59:59,"['r68', 'r2515', 'r7711']",
LGB7,DPS3,90265,dim1,2021-05-11 06:02:53,2021-05-12 23:59:59,"['r82', 'r1284', 'r6324', 'r6492']",
LAS7,DLA5,92407,dim1,2021-05-11 06:02:57,2021-05-12 23:59:59,"['r78', 'r688', 'r3036']",
LAS7,DSD2,92010,dim1,2021-05-11 06:02:57,2021-05-12 23:59:59,"['r832', 'r7756']",
PHX6,DSD1,92121,dim1,2021-05-11 06:03:00,2021-05-12 23:59:59,"['r76', 'r1997', 'r7145']",
BFL1,DPS1,90017,dim1,2021-05-11 06:03:02,2021-05-12 23:59:59,"['r92', 'r367', 'r5246']",
ONT2,DSD2,92054,dim1,2021-05-11 06:03:04,2021-05-12 23:59:59,"['r113', 'r1675', 'r7795', 'r7891']",
PSP1,DPS1,91803,dim1,2021-05-11 06:03:07,2021-05-12 23:59:59,"['r2123', 'r5402']",
TUS2,DPS1,90022,dim1,2021-05-11 06:03:07,2021-05-12 23:59:59,"['r2384', 'r4607']",
TUS2,DLA5,92507,dim1,2021-05-11 06:03:10,2021-05-12 23:59:59,"['r66', 'r2372', 'r2940']",
TUS2,DLA5,92223,dim1,2021-05-11 06:03:11,2021-05-12 23:59:59,"['r66', 'r2355', 'r2923']",
PSP1,DSD2,92056,dim1,2021-05-11 06:03:13,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
LGB3,DSD1,92122,dim1,2021-05-11 06:03:15,2021-05-12 23:59:59,"['r0', 'r13', 'r990', 'r7086']",
PSP1,DPS1,91006,dim1,2021-05-11 06:03:19,2021-05-12 23:59:59,"['r2070', 'r5349']",
LGB3,DPS1,91107,dim1,2021-05-11 06:03:20,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r908', 'r4723']",
LGB7,DLA5,92346,dim1,2021-05-11 06:03:27,2021-05-12 23:59:59,"['r81', 'r105', 'r1183', 'r3052', 'r3252']",
LAS7,DLA5,92555,dim1,2021-05-11 06:03:33,2021-05-12 23:59:59,"['r78', 'r694', 'r3042']",
LAS7,DLA5,92582,dim1,2021-05-11 06:03:39,2021-05-12 23:59:59,"['r78', 'r698', 'r3046']",
FAT1,DPS3,91367,dim1,2021-05-11 06:03:41,2021-05-12 23:59:59,"['r109', 'r623', 'r6524']",
LGB3,DPS1,90017,dim1,2021-05-11 06:03:42,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r871', 'r4686']",
LGB3,DPS1,90039,dim1,2021-05-11 06:03:43,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r880', 'r4695']",
PHX6,DPS3,91362,dim1,2021-05-11 06:03:48,2021-05-12 23:59:59,"['r1965', 'r6291']",
FAT1,DLA5,92346,dim1,2021-05-11 06:03:59,2021-05-12 23:59:59,"['r108', 'r511', 'r3277']",
PSP1,DSD1,92126,dim1,2021-05-11 06:04:03,2021-05-12 23:59:59,"['r94', 'r2169', 'r7329']",
OAK4,DSD1,92129,dim1,2021-05-11 06:04:06,2021-05-12 23:59:59,"['r103', 'r1500', 'r7242', 'r7422']",
FAT1,DSD1,92091,dim1,2021-05-11 06:04:11,2021-05-12 23:59:59,"['r646', 'r7468']",
SMF1,DPS1,90026,dim1,2021-05-11 06:04:17,2021-05-12 23:59:59,"['r2217', 'r5488']",
LGB3,DPS1,91803,dim1,2021-05-11 06:04:19,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r947', 'r4762']",
PSP1,DPS1,91011,dim1,2021-05-11 06:04:26,2021-05-12 23:59:59,"['r2074', 'r5353']",
LAS7,DSD1,92127,dim1,2021-05-11 06:04:28,2021-05-12 23:59:59,"['r826', 'r7180']",
LGB7,DLA5,92408,dim1,2021-05-11 06:04:32,2021-05-12 23:59:59,"['r81', 'r105', 'r1193', 'r3062', 'r3262']",
FAT1,DSD1,92037,dim1,2021-05-11 06:04:41,2021-05-12 23:59:59,"['r642', 'r7464']",
LGB3,DSD1,92037,dim1,2021-05-11 06:04:45,2021-05-12 23:59:59,"['r0', 'r13', 'r978', 'r7074']",
TUS2,DPS1,91016,dim1,2021-05-11 06:04:45,2021-05-12 23:59:59,"['r2411', 'r4634']",
LGB3,DPS1,91780,dim1,2021-05-11 06:04:49,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r944', 'r4759']",
PSP1,DPS1,91790,dim1,2021-05-11 06:04:52,2021-05-12 23:59:59,"['r2121', 'r5400']",
FAT1,DPS1,91702,dim1,2021-05-11 06:04:53,2021-05-12 23:59:59,"['r110', 'r594', 'r5785']",
PSP1,DPS1,91006,dim1,2021-05-11 06:04:58,2021-05-12 23:59:59,"['r2070', 'r5349']",
LAS7,DPS3,91362,dim1,2021-05-11 06:05:09,2021-05-12 23:59:59,"['r79', 'r789', 'r6312']",
BFL1,DPS1,90065,dim1,2021-05-11 06:05:10,2021-05-12 23:59:59,"['r92', 'r381', 'r5260']",
TUS2,DLA5,92557,dim1,2021-05-11 06:05:13,2021-05-12 23:59:59,"['r66', 'r2375', 'r2943']",
LGB7,DPS1,90640,dim1,2021-05-11 06:05:14,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1228', 'r5027', 'r5667']",
TUS2,DLA5,92223,dim1,2021-05-11 06:05:15,2021-05-12 23:59:59,"['r66', 'r2355', 'r2923']",
SMF1,DPS1,90065,dim1,2021-05-11 06:05:17,2021-05-12 23:59:59,"['r2229', 'r5500']",
PSP1,DSD1,92130,dim1,2021-05-11 06:05:19,2021-05-12 23:59:59,"['r94', 'r2173', 'r7333']",
PSP1,DSD2,92058,dim1,2021-05-11 06:05:21,2021-05-12 23:59:59,"['r95', 'r2182', 'r7822']",
BFL1,DSD1,92037,dim1,2021-05-11 06:05:22,2021-05-12 23:59:59,"['r474', 'r7284']",
LAS7,DPS1,91030,dim1,2021-05-11 06:05:29,2021-05-12 23:59:59,"['r80', 'r734', 'r4957']",
PSP1,DPS1,90601,dim1,2021-05-11 06:05:32,2021-05-12 23:59:59,"['r2063', 'r5342']",
BFL1,DSD2,92011,dim1,2021-05-11 06:05:35,2021-05-12 23:59:59,"['r497', 'r7805']",
TUS2,DLA5,92359,dim1,2021-05-11 06:05:39,2021-05-12 23:59:59,"['r66', 'r2361', 'r2929']",
SMF1,DSD2,92011,dim1,2021-05-11 06:05:43,2021-05-12 23:59:59,"['r101', 'r2345', 'r7841']",
LAS7,DPS1,91722,dim1,2021-05-11 06:05:49,2021-05-12 23:59:59,"['r80', 'r764', 'r4987']",
FAT1,DSD1,92122,dim1,2021-05-11 06:05:57,2021-05-12 23:59:59,"['r654', 'r7476']",
LGB3,DPS1,91801,dim1,2021-05-11 06:06:02,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r946', 'r4761']",
FAT1,DSD1,92130,dim1,2021-05-11 06:06:06,2021-05-12 23:59:59,"['r661', 'r7483']",
LGB3,DPS3,91362,dim1,2021-05-11 06:06:07,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r957', 'r6249']",
TUS2,DLA5,92410,dim1,2021-05-11 06:06:07,2021-05-12 23:59:59,"['r66', 'r2370', 'r2938']",
