fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
LGB3,DSD2,92069,dim1,2021-05-11 05:03:46,2021-05-12 23:59:59,['r1007' 'r7727'],r1007,{},"{'r1007': 2.63, 'r7727': 2.84}",3p,2.63
TUS2,DLA5,92557,dim1,2021-05-11 05:03:48,2021-05-12 23:59:59,['r66' 'r2375' 'r2943'],r66,"{'j56': 1821, 'j100': 400, 'j104': 3625, 'j101': 667}","{'r66': 5.94, 'r2375': 5.97, 'r2943': 6.32}",amzl_indirect,1.0
LGB7,DLA5,92555,dim1,2021-05-11 05:03:49,2021-05-12 23:59:59,['r81' 'r105' 'r1198' 'r3067' 'r3267'],r1198,{},"{'r81': 3.26, 'r105': 2.23, 'r1198': 2.19, 'r3067': 3.35, 'r3267': 2.66}",3p,2.19
FAT1,DPS1,91105,dim1,2021-05-11 05:03:50,2021-05-12 23:59:59,['r110' 'r570' 'r5761'],r110,"{'j57': 3403, 'j62': 507, 'j75': 3605, 'j72': 2647}","{'r110': 3.24, 'r570': 3.98, 'r5761': 4.72}",amzl_indirect,1.0
PSP1,DLA5,92407,dim1,2021-05-11 05:03:51,2021-05-12 23:59:59,['r93' 'r2032' 'r3161'],r2032,{},"{'r93': 2.53, 'r2032': 2.28, 'r3161': 2.89}",3p,2.28
OAK4,DPS1,91754,dim1,2021-05-11 05:03:57,2021-05-12 23:59:59,['r86' 'r1443' 'r5154' 'r5634'],r86,"{'j57': 3402, 'j84': 133, 'j75': 3604, 'j72': 2646}","{'r86': 5.06, 'r1443': 5.14, 'r5154': 6.53, 'r5634': 5.53}",amzl_indirect,1.0
OAK4,DLA5,92557,dim1,2021-05-11 05:04:10,2021-05-12 23:59:59,['r84' 'r102' 'r1367' 'r3093' 'r3243'],r102,"{'j56': 1820, 'j94': 142, 'j104': 3624, 'j101': 666}","{'r84': 6.05, 'r102': 5.43, 'r1367': 5.5, 'r3093': 6.1, 'r3243': 5.81}",amzl_indirect,1.0
PSP1,DSD2,92011,dim1,2021-05-11 05:04:17,2021-05-12 23:59:59,['r95' 'r2177' 'r7817'],r95,"{'j60': 473, 'j98': 900, 'j104': 3623, 'j103': 368}","{'r95': 1.5, 'r2177': 2.59, 'r7817': 3.18}",amzl_indirect,1.0
ONT6,DLA5,92354,dim1,2021-05-11 05:04:23,2021-05-12 23:59:59,['r96' 'r1688' 'r3178'],r1688,{},"{'r96': 2.41, 'r1688': 2.12, 'r3178': 2.8}",3p,2.12
LGB7,DLA5,92407,dim1,2021-05-11 05:04:28,2021-05-12 23:59:59,['r81' 'r105' 'r1192' 'r3061' 'r3261'],r1192,{},"{'r81': 3.26, 'r105': 2.23, 'r1192': 2.05, 'r3061': 3.33, 'r3261': 2.59}",3p,2.05
TUS2,DLA5,92223,dim1,2021-05-11 05:04:36,2021-05-12 23:59:59,['r66' 'r2355' 'r2923'],r2355,{},"{'r66': 5.94, 'r2355': 5.82, 'r2923': 6.48}",3p,5.82
PSP1,DPS1,91001,dim1,2021-05-11 05:04:38,2021-05-12 23:59:59,['r2069' 'r5348'],r2069,{},"{'r2069': 2.68, 'r5348': 2.71}",3p,2.68
PHX6,DPS1,90017,dim1,2021-05-11 05:04:43,2021-05-12 23:59:59,['r1879' 'r4846'],r4846,"{'j105': 11484, 'j97': 187, 'j104': 3622}","{'r1879': 5.52, 'r4846': 5.37}",ddu,2.19
PSP1,DSD1,92014,dim1,2021-05-11 05:04:53,2021-05-12 23:59:59,['r94' 'r2148' 'r7308'],r94,"{'j59': 1703, 'j98': 899, 'j104': 3621, 'j102': 1337}","{'r94': 1.5, 'r2148': 2.68, 'r7308': 3.28}",amzl_indirect,1.0
ONT6,DPS3,91362,dim1,2021-05-11 05:05:01,2021-05-12 23:59:59,['r1797' 'r6438'],r6438,"{'j105': 11483, 'j96': 267, 'j104': 3620}","{'r1797': 2.95, 'r6438': 2.91}",ddu,2.53
LGB7,DPS1,90601,dim1,2021-05-11 05:05:02,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1223' 'r5022' 'r5662'],r9,"{'j57': 3401, 'j78': 79}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1223': 2.38, 'r5022': 3.68, 'r5662': 2.27}",amzl_direct,1.0
ONT6,DPS3,91356,dim1,2021-05-11 05:05:04,2021-05-12 23:59:59,['r1794' 'r6435'],r6435,"{'j105': 11482, 'j96': 266, 'j104': 3619}","{'r1794': 2.78, 'r6435': 2.75}",ddu,2.37
FAT1,DSD1,92129,dim1,2021-05-11 05:05:06,2021-05-12 23:59:59,['r660' 'r7482'],r7482,"{'j74': 11496, 'j62': 506, 'j75': 3603}","{'r660': 4.98, 'r7482': 4.98}",ddu,2.78
ONT6,DPS1,91101,dim1,2021-05-11 05:05:06,2021-05-12 23:59:59,['r1743' 'r5438'],r5438,"{'j105': 11481, 'j96': 265, 'j104': 3618}","{'r1743': 2.56, 'r5438': 2.56}",ddu,2.18
LAS7,DPS1,91105,dim1,2021-05-11 05:05:09,2021-05-12 23:59:59,['r80' 'r738' 'r4961'],r80,"{'j57': 3400, 'j64': 501, 'j75': 3602, 'j72': 2645}","{'r80': 2.92, 'r738': 4.3, 'r4961': 4.4}",amzl_indirect,1.0
BFL1,DSD1,92007,dim1,2021-05-11 05:05:10,2021-05-12 23:59:59,['r466' 'r7276'],r466,{},"{'r466': 3.98, 'r7276': 4.03}",3p,3.98
PSP1,DPS1,91755,dim1,2021-05-11 05:05:12,2021-05-12 23:59:59,['r2116' 'r5395'],r5395,"{'j105': 11480, 'j98': 898, 'j104': 3617}","{'r2116': 2.65, 'r5395': 2.63}",ddu,2.13
LGB3,DSD2,92057,dim1,2021-05-11 05:05:16,2021-05-12 23:59:59,['r1005' 'r7725'],r1005,{},"{'r1005': 2.54, 'r7725': 2.77}",3p,2.54
LGB7,DPS1,91006,dim1,2021-05-11 05:05:19,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1230' 'r5029' 'r5669'],r9,"{'j57': 3399, 'j78': 78}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1230': 2.36, 'r5029': 3.67, 'r5669': 2.35}",amzl_direct,1.0
LAS7,DPS1,90042,dim1,2021-05-11 05:05:22,2021-05-12 23:59:59,['r80' 'r714' 'r4937'],r80,"{'j57': 3398, 'j64': 500, 'j75': 3601, 'j72': 2644}","{'r80': 2.92, 'r714': 4.32, 'r4937': 4.41}",amzl_indirect,1.0
LGB7,DPS3,91362,dim1,2021-05-11 05:05:25,2021-05-12 23:59:59,['r82' 'r1293' 'r6333' 'r6501'],r82,"{'j58': 725, 'j82': 393, 'j75': 3600, 'j73': 564}","{'r82': 2.3, 'r1293': 2.83, 'r6333': 4.14, 'r6501': 2.73}",amzl_indirect,1.0
TUS2,DLA5,92407,dim1,2021-05-11 05:05:26,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1819, 'j100': 399, 'j104': 3616, 'j101': 665}","{'r66': 5.94, 'r2368': 6.08, 'r2936': 6.3}",amzl_indirect,1.0
LGB7,DPS1,90042,dim1,2021-05-11 05:05:29,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1218' 'r5017' 'r5657'],r9,"{'j57': 3397, 'j78': 77}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1218': 2.46, 'r5017': 3.76, 'r5657': 2.39}",amzl_direct,1.0
ONT2,DLA5,92399,dim1,2021-05-11 05:05:31,2021-05-12 23:59:59,['r87' 'r111' 'r1525' 'r3108' 'r3308'],r1525,{},"{'r87': 3.49, 'r111': 2.4, 'r1525': 2.13, 'r3108': 3.59, 'r3308': 2.91}",3p,2.13
FAT1,DLA5,92407,dim1,2021-05-11 05:05:34,2021-05-12 23:59:59,['r108' 'r520' 'r3286'],r520,{},"{'r108': 4.23, 'r520': 4.19, 'r3286': 4.3}",3p,4.19
LAS7,DLA5,92553,dim1,2021-05-11 05:05:38,2021-05-12 23:59:59,['r78' 'r693' 'r3041'],r78,"{'j56': 1818, 'j64': 499, 'j75': 3599, 'j101': 664}","{'r78': 3.91, 'r693': 4.04, 'r3041': 3.99}",amzl_indirect,1.0
OAK4,DSD1,92121,dim1,2021-05-11 05:05:39,2021-05-12 23:59:59,['r103' 'r1493' 'r7235' 'r7415'],r103,"{'j59': 1702, 'j94': 141, 'j104': 3615, 'j102': 1336}","{'r103': 4.4, 'r1493': 6.1, 'r7235': 6.84, 'r7415': 6.23}",amzl_indirect,1.0
LGB3,DSD1,92127,dim1,2021-05-11 05:05:41,2021-05-12 23:59:59,['r0' 'r13' 'r994' 'r7090'],r994,{},"{'r0': 2.82, 'r13': 2.82, 'r994': 2.72, 'r7090': 2.93}",3p,2.72
SMF1,DSD2,92058,dim1,2021-05-11 05:06:02,2021-05-12 23:59:59,['r101' 'r2350' 'r7846'],r101,"{'j60': 472, 'j99': 295, 'j104': 3614, 'j103': 367}","{'r101': 4.46, 'r2350': 6.71, 'r7846': 6.36}",amzl_indirect,1.0
LGB3,DLA5,92582,dim1,2021-05-11 05:06:03,2021-05-12 23:59:59,['r3' 'r16' 'r69' 'r866' 'r2971'],r16,"{'j56': 1817, 'j65': 61}","{'r3': 2.22, 'r16': 2.22, 'r69': 2.22, 'r866': 2.35, 'r2971': 2.44}",amzl_direct,1.0
PSP1,DLA5,92555,dim1,2021-05-11 05:06:05,2021-05-12 23:59:59,['r93' 'r2038' 'r3167'],r2038,{},"{'r93': 2.53, 'r2038': 2.1, 'r3167': 2.96}",3p,2.1
LGB7,DLA5,92555,dim1,2021-05-11 05:06:11,2021-05-12 23:59:59,['r81' 'r105' 'r1198' 'r3067' 'r3267'],r1198,{},"{'r81': 3.26, 'r105': 2.23, 'r1198': 2.19, 'r3067': 3.35, 'r3267': 2.66}",3p,2.19
PHX6,DSD1,92037,dim1,2021-05-11 05:06:18,2021-05-12 23:59:59,['r76' 'r1986' 'r7134'],r76,"{'j59': 1701, 'j97': 186, 'j104': 3613, 'j102': 1335}","{'r76': 4.18, 'r1986': 4.96, 'r7134': 6.03}",amzl_indirect,1.0
LAS7,DPS1,91702,dim1,2021-05-11 05:06:21,2021-05-12 23:59:59,['r80' 'r762' 'r4985'],r80,"{'j57': 3396, 'j64': 498, 'j75': 3598, 'j72': 2643}","{'r80': 2.92, 'r762': 4.19, 'r4985': 4.25}",amzl_indirect,1.0
OAK4,DLA5,92407,dim1,2021-05-11 05:06:22,2021-05-12 23:59:59,['r84' 'r102' 'r1360' 'r3086' 'r3236'],r1360,{},"{'r84': 6.05, 'r102': 5.43, 'r1360': 5.33, 'r3086': 6.12, 'r3236': 5.79}",3p,5.33
OAK4,DLA5,92223,dim1,2021-05-11 05:06:22,2021-05-12 23:59:59,['r84' 'r102' 'r1347' 'r3073' 'r3223'],r102,"{'j56': 1816, 'j94': 140, 'j104': 3612, 'j101': 663}","{'r84': 6.05, 'r102': 5.43, 'r1347': 5.61, 'r3073': 6.21, 'r3223': 5.97}",amzl_indirect,1.0
LAS7,DSD2,92069,dim1,2021-05-11 05:06:25,2021-05-12 23:59:59,['r839' 'r7763'],r839,{},"{'r839': 4.47, 'r7763': 4.53}",3p,4.47
LAS7,DSD1,92122,dim1,2021-05-11 05:06:29,2021-05-12 23:59:59,['r822' 'r7176'],r822,{},"{'r822': 4.66, 'r7176': 4.73}",3p,4.66
LGB6,DPS1,90026,dim1,2021-05-11 05:06:33,2021-05-12 23:59:59,['r74' 'r1041' 'r4768'],r74,"{'j57': 3395, 'j77': 58, 'j75': 3597, 'j72': 2642}","{'r74': 2.39, 'r1041': 2.57, 'r4768': 3.93}",amzl_indirect,1.0
ONT2,DPS1,91106,dim1,2021-05-11 05:06:35,2021-05-12 23:59:59,['r89' 'r1579' 'r5202' 'r5842'],r89,"{'j57': 3394, 'j86': 117, 'j75': 3596, 'j72': 2641}","{'r89': 2.5, 'r1579': 2.51, 'r5202': 3.96, 'r5842': 2.55}",amzl_indirect,1.0
OAK4,DSD1,92129,dim1,2021-05-11 05:06:46,2021-05-12 23:59:59,['r103' 'r1500' 'r7242' 'r7422'],r103,"{'j59': 1700, 'j94': 139, 'j104': 3611, 'j102': 1334}","{'r103': 4.4, 'r1500': 6.09, 'r7242': 6.8, 'r7422': 6.22}",amzl_indirect,1.0
ONT6,DSD2,92058,dim1,2021-05-11 05:06:48,2021-05-12 23:59:59,['r98' 'r1846' 'r7834'],r98,"{'j60': 471, 'j96': 264, 'j104': 3610, 'j103': 366}","{'r98': 1.38, 'r1846': 2.63, 'r7834': 3.28}",amzl_indirect,1.0
ONT6,DLA5,92583,dim1,2021-05-11 05:06:57,2021-05-12 23:59:59,['r96' 'r1707' 'r3197'],r1707,{},"{'r96': 2.41, 'r1707': 2.17, 'r3197': 2.97}",3p,2.17
OAK4,DPS1,90041,dim1,2021-05-11 05:06:59,2021-05-12 23:59:59,['r86' 'r1385' 'r5096' 'r5576'],r86,"{'j57': 3393, 'j84': 132, 'j75': 3595, 'j72': 2640}","{'r86': 5.06, 'r1385': 5.07, 'r5096': 6.56, 'r5576': 5.6}",amzl_indirect,1.0
PSP1,DLA5,92553,dim1,2021-05-11 05:07:00,2021-05-12 23:59:59,['r93' 'r2037' 'r3166'],r2037,{},"{'r93': 2.53, 'r2037': 2.14, 'r3166': 2.91}",3p,2.14
LGB7,DSD2,92058,dim1,2021-05-11 05:07:04,2021-05-12 23:59:59,['r7' 'r11' 'r107' 'r1342' 'r7774' 'r7870'],r11,"{'j60': 470, 'j80': 14}","{'r7': 1.2, 'r11': 1.2, 'r107': 1.2, 'r1342': 2.83, 'r7774': 4.0, 'r7870': 3.1}",amzl_direct,1.0
LGB7,DPS1,91731,dim1,2021-05-11 05:07:06,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1270' 'r5069' 'r5709'],r9,"{'j57': 3392, 'j78': 76}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1270': 2.37, 'r5069': 3.68, 'r5709': 2.31}",amzl_direct,1.0
PSP1,DLA5,92408,dim1,2021-05-11 05:07:12,2021-05-12 23:59:59,['r93' 'r2033' 'r3162'],r2033,{},"{'r93': 2.53, 'r2033': 2.19, 'r3162': 2.91}",3p,2.19
LAS7,DPS1,91007,dim1,2021-05-11 05:07:18,2021-05-12 23:59:59,['r80' 'r727' 'r4950'],r80,"{'j57': 3391, 'j64': 497, 'j75': 3594, 'j72': 2639}","{'r80': 2.92, 'r727': 4.25, 'r4950': 4.33}",amzl_indirect,1.0
PHX6,DPS1,91107,dim1,2021-05-11 05:07:24,2021-05-12 23:59:59,['r1916' 'r4883'],r4883,"{'j105': 11479, 'j97': 185, 'j104': 3609}","{'r1916': 5.42, 'r4883': 5.35}",ddu,2.17
FAT1,DLA5,92407,dim1,2021-05-11 05:07:24,2021-05-12 23:59:59,['r108' 'r520' 'r3286'],r520,{},"{'r108': 4.23, 'r520': 4.19, 'r3286': 4.3}",3p,4.19
PHX6,DSD2,92008,dim1,2021-05-11 05:07:39,2021-05-12 23:59:59,['r77' 'r2007' 'r7743'],r77,"{'j60': 469, 'j97': 184, 'j104': 3608, 'j103': 365}","{'r77': 4.18, 'r2007': 4.97, 'r7743': 5.82}",amzl_indirect,1.0
BFL1,DSD1,92026,dim1,2021-05-11 05:07:41,2021-05-12 23:59:59,['r471' 'r7281'],r7281,"{'j74': 11495, 'j55': 556, 'j75': 3593}","{'r471': 3.94, 'r7281': 3.93}",ddu,2.63
TUS2,DPS1,91103,dim1,2021-05-11 05:07:45,2021-05-12 23:59:59,['r2416' 'r4639'],r4639,"{'j105': 11478, 'j100': 398, 'j104': 3607}","{'r2416': 6.51, 'r4639': 6.11}",ddu,2.2
PSP1,DSD1,92037,dim1,2021-05-11 05:07:45,2021-05-12 23:59:59,['r94' 'r2154' 'r7314'],r94,"{'j59': 1699, 'j98': 897, 'j104': 3606, 'j102': 1333}","{'r94': 1.5, 'r2154': 2.77, 'r7314': 3.35}",amzl_indirect,1.0
OAK4,DSD2,92058,dim1,2021-05-11 05:07:53,2021-05-12 23:59:59,['r104' 'r1510' 'r7786' 'r7858'],r104,"{'j60': 468, 'j94': 138, 'j104': 3605, 'j103': 364}","{'r104': 4.4, 'r1510': 6.15, 'r7786': 6.79, 'r7858': 6.3}",amzl_indirect,1.0
PSP1,DPS3,91320,dim1,2021-05-11 05:07:59,2021-05-12 23:59:59,['r2129' 'r6413'],r6413,"{'j105': 11477, 'j98': 896, 'j104': 3604}","{'r2129': 3.12, 'r6413': 3.09}",ddu,2.59
SMF1,DPS1,91723,dim1,2021-05-11 05:08:02,2021-05-12 23:59:59,['r2277' 'r5548'],r5548,"{'j105': 11476, 'j99': 294, 'j104': 3603}","{'r2277': 5.77, 'r5548': 5.58}",ddu,2.12
LGB7,DLA5,92223,dim1,2021-05-11 05:08:05,2021-05-12 23:59:59,['r81' 'r105' 'r1179' 'r3048' 'r3248'],r105,"{'j56': 1815, 'j93': 389, 'j104': 3602, 'j101': 662}","{'r81': 3.26, 'r105': 2.23, 'r1179': 2.27, 'r3048': 3.42, 'r3248': 2.77}",amzl_indirect,1.0
ONT6,DPS3,91302,dim1,2021-05-11 05:08:05,2021-05-12 23:59:59,['r1791' 'r6432'],r6432,"{'j105': 11475, 'j96': 263, 'j104': 3601}","{'r1791': 2.85, 'r6432': 2.81}",ddu,2.43
LAS7,DPS1,91775,dim1,2021-05-11 05:08:08,2021-05-12 23:59:59,['r80' 'r774' 'r4997'],r80,"{'j57': 3390, 'j64': 496, 'j75': 3592, 'j72': 2638}","{'r80': 2.92, 'r774': 4.27, 'r4997': 4.36}",amzl_indirect,1.0
FAT1,DLA5,92553,dim1,2021-05-11 05:08:09,2021-05-12 23:59:59,['r108' 'r525' 'r3291'],r108,"{'j56': 1814, 'j62': 505, 'j75': 3591, 'j101': 661}","{'r108': 4.23, 'r525': 4.38, 'r3291': 4.31}",amzl_indirect,1.0
LGB3,DPS3,91367,dim1,2021-05-11 05:08:13,2021-05-12 23:59:59,['r8' 'r10' 'r70' 'r959' 'r6251'],r10,"{'j58': 724, 'j67': 29}","{'r8': 1.25, 'r10': 1.25, 'r70': 1.25, 'r959': 2.62, 'r6251': 2.97}",amzl_direct,1.0
SMF1,DSD1,92126,dim1,2021-05-11 05:08:13,2021-05-12 23:59:59,['r100' 'r2337' 'r7389'],r100,"{'j59': 1698, 'j99': 293, 'j104': 3600, 'j102': 1332}","{'r100': 4.46, 'r2337': 6.68, 'r7389': 6.3}",amzl_indirect,1.0
BFL1,DSD2,92008,dim1,2021-05-11 05:08:15,2021-05-12 23:59:59,['r495' 'r7803'],r495,{},"{'r495': 3.89, 'r7803': 3.94}",3p,3.89
PSP1,DPS1,90013,dim1,2021-05-11 05:08:25,2021-05-12 23:59:59,['r2045' 'r5324'],r5324,"{'j105': 11474, 'j98': 895, 'j104': 3599}","{'r2045': 2.72, 'r5324': 2.68}",ddu,2.18
PSP1,DPS1,90029,dim1,2021-05-11 05:08:30,2021-05-12 23:59:59,['r2052' 'r5331'],r5331,"{'j105': 11473, 'j98': 894, 'j104': 3598}","{'r2052': 2.75, 'r5331': 2.72}",ddu,2.22
BFL1,DPS1,90026,dim1,2021-05-11 05:08:31,2021-05-12 23:59:59,['r92' 'r369' 'r5248'],r92,"{'j57': 3389, 'j55': 555, 'j75': 3590, 'j72': 2637}","{'r92': 2.34, 'r369': 3.08, 'r5248': 3.88}",amzl_indirect,1.0
SMF1,DLA5,92399,dim1,2021-05-11 05:08:32,2021-05-12 23:59:59,['r99' 'r2197' 'r3208'],r99,"{'j56': 1813, 'j99': 292, 'j104': 3597, 'j101': 660}","{'r99': 5.49, 'r2197': 6.07, 'r3208': 6.0}",amzl_indirect,1.0
PHX6,DLA5,92373,dim1,2021-05-11 05:08:34,2021-05-12 23:59:59,['r75' 'r1858' 'r3005'],r1858,{},"{'r75': 5.21, 'r1858': 4.89, 'r3005': 5.64}",3p,4.89
BFL1,DPS1,91732,dim1,2021-05-11 05:08:35,2021-05-12 23:59:59,['r92' 'r431' 'r5310'],r92,"{'j57': 3388, 'j55': 554, 'j75': 3589, 'j72': 2636}","{'r92': 2.34, 'r431': 3.14, 'r5310': 3.73}",amzl_indirect,1.0
TUS2,DPS1,90026,dim1,2021-05-11 05:08:37,2021-05-12 23:59:59,['r2385' 'r4608'],r4608,"{'j105': 11472, 'j100': 397, 'j104': 3596}","{'r2385': 6.55, 'r4608': 6.11}",ddu,2.2
SMF1,DSD2,92057,dim1,2021-05-11 05:08:38,2021-05-12 23:59:59,['r101' 'r2349' 'r7845'],r101,"{'j60': 467, 'j99': 291, 'j104': 3595, 'j103': 363}","{'r101': 4.46, 'r2349': 6.44, 'r7845': 6.07}",amzl_indirect,1.0
LGB6,DSD1,92037,dim1,2021-05-11 05:08:40,2021-05-12 23:59:59,['r1146' 'r7104'],r1146,{},"{'r1146': 2.72, 'r7104': 4.21}",3p,2.72
PHX6,DSD1,92037,dim1,2021-05-11 05:08:40,2021-05-12 23:59:59,['r76' 'r1986' 'r7134'],r76,"{'j59': 1697, 'j97': 183, 'j104': 3594, 'j102': 1331}","{'r76': 4.18, 'r1986': 4.96, 'r7134': 6.03}",amzl_indirect,1.0
LAS7,DSD2,92054,dim1,2021-05-11 05:08:42,2021-05-12 23:59:59,['r835' 'r7759'],r7759,"{'j74': 11494, 'j64': 495, 'j75': 3588}","{'r835': 4.49, 'r7759': 4.49}",ddu,2.61
FAT1,DSD1,92126,dim1,2021-05-11 05:08:45,2021-05-12 23:59:59,['r657' 'r7479'],r657,{},"{'r657': 5.0, 'r7479': 5.01}",3p,5.0
TUS2,DLA5,92373,dim1,2021-05-11 05:08:45,2021-05-12 23:59:59,['r66' 'r2362' 'r2930'],r66,"{'j56': 1812, 'j100': 396, 'j104': 3593, 'j101': 659}","{'r66': 5.94, 'r2362': 5.94, 'r2930': 6.37}",amzl_indirect,1.0
FAT1,DLA5,92324,dim1,2021-05-11 05:08:46,2021-05-12 23:59:59,['r108' 'r510' 'r3276'],r108,"{'j56': 1811, 'j62': 504, 'j75': 3587, 'j101': 658}","{'r108': 4.23, 'r510': 4.28, 'r3276': 4.24}",amzl_indirect,1.0
PSP1,DSD1,92130,dim1,2021-05-11 05:08:46,2021-05-12 23:59:59,['r94' 'r2173' 'r7333'],r94,"{'j59': 1696, 'j98': 893, 'j104': 3592, 'j102': 1330}","{'r94': 1.5, 'r2173': 2.69, 'r7333': 3.3}",amzl_indirect,1.0
PSP1,DPS1,91107,dim1,2021-05-11 05:08:47,2021-05-12 23:59:59,['r2084' 'r5363'],r2084,{},"{'r2084': 2.64, 'r5363': 2.67}",3p,2.64
PSP1,DPS1,91020,dim1,2021-05-11 05:08:50,2021-05-12 23:59:59,['r2076' 'r5355'],r2076,{},"{'r2076': 2.73, 'r5355': 2.75}",3p,2.73
SMF1,DSD1,92037,dim1,2021-05-11 05:08:53,2021-05-12 23:59:59,['r100' 'r2322' 'r7374'],r100,"{'j59': 1695, 'j99': 290, 'j104': 3591, 'j102': 1329}","{'r100': 4.46, 'r2322': 6.69, 'r7374': 6.31}",amzl_indirect,1.0
LAS7,DSD1,92108,dim1,2021-05-11 05:08:57,2021-05-12 23:59:59,['r817' 'r7171'],r817,{},"{'r817': 4.69, 'r7171': 4.79}",3p,4.69
ONT6,DLA5,92557,dim1,2021-05-11 05:09:08,2021-05-12 23:59:59,['r96' 'r1703' 'r3193'],r1703,{},"{'r96': 2.41, 'r1703': 2.06, 'r3193': 2.79}",3p,2.06
LGB7,DPS1,90026,dim1,2021-05-11 05:09:10,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1209' 'r5008' 'r5648'],r9,"{'j57': 3387, 'j78': 75}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1209': 2.5, 'r5008': 3.81, 'r5648': 2.4}",amzl_direct,1.0
ONT2,DLA5,92583,dim1,2021-05-11 05:09:11,2021-05-12 23:59:59,['r87' 'r111' 'r1539' 'r3122' 'r3322'],r1539,{},"{'r87': 3.49, 'r111': 2.4, 'r1539': 2.27, 'r3122': 3.73, 'r3322': 2.96}",3p,2.27
PSP1,DPS1,91206,dim1,2021-05-11 05:09:13,2021-05-12 23:59:59,['r2091' 'r5370'],r5370,"{'j105': 11471, 'j98': 892, 'j104': 3590}","{'r2091': 2.72, 'r5370': 2.72}",ddu,2.22
SMF1,DPS1,91108,dim1,2021-05-11 05:09:17,2021-05-12 23:59:59,['r2253' 'r5524'],r5524,"{'j105': 11470, 'j99': 289, 'j104': 3589}","{'r2253': 5.68, 'r5524': 5.62}",ddu,2.16
OAK4,DPS1,90032,dim1,2021-05-11 05:09:18,2021-05-12 23:59:59,['r86' 'r1382' 'r5093' 'r5573'],r86,"{'j57': 3386, 'j84': 131, 'j75': 3586, 'j72': 2635}","{'r86': 5.06, 'r1382': 5.11, 'r5093': 6.54, 'r5573': 5.56}",amzl_indirect,1.0
ONT6,DSD1,92121,dim1,2021-05-11 05:09:19,2021-05-12 23:59:59,['r6' 'r12' 'r97' 'r1829' 'r7355'],r12,"{'j59': 1694, 'j87': 16}","{'r6': 1.38, 'r12': 1.38, 'r97': 1.38, 'r1829': 2.68, 'r7355': 3.21}",amzl_direct,1.0
OAK4,DPS3,91364,dim1,2021-05-11 05:09:21,2021-05-12 23:59:59,['r85' 'r1462' 'r6355' 'r6481'],r1462,{},"{'r85': 5.09, 'r1462': 4.93, 'r6355': 6.79, 'r6481': 5.8}",3p,4.93
ONT6,DPS1,91106,dim1,2021-05-11 05:09:23,2021-05-12 23:59:59,['r1747' 'r5442'],r1747,{},"{'r1747': 2.55, 'r5442': 2.56}",3p,2.55
LGB7,DPS1,91016,dim1,2021-05-11 05:09:28,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1235' 'r5034' 'r5674'],r9,"{'j57': 3385, 'j78': 74}","{'r4': 2.27, 'r9': 2.27, 'r83': 2.27, 'r1235': 2.35, 'r5034': 3.66, 'r5674': 2.35}",amzl_direct,1.0
LAS7,DPS3,91364,dim1,2021-05-11 05:09:30,2021-05-12 23:59:59,['r79' 'r790' 'r6313'],r79,"{'j58': 723, 'j64': 494, 'j75': 3585, 'j73': 563}","{'r79': 2.94, 'r790': 4.48, 'r6313': 4.65}",amzl_indirect,1.0
BFL1,DSD1,92123,dim1,2021-05-11 05:09:32,2021-05-12 23:59:59,['r487' 'r7297'],r487,{},"{'r487': 4.15, 'r7297': 4.18}",3p,4.15
OAK4,DSD1,92124,dim1,2021-05-11 05:09:34,2021-05-12 23:59:59,['r103' 'r1496' 'r7238' 'r7418'],r103,"{'j59': 1693, 'j94': 137, 'j104': 3588, 'j102': 1328}","{'r103': 4.4, 'r1496': 6.18, 'r7238': 6.89, 'r7418': 6.31}",amzl_indirect,1.0
ONT6,DPS1,91208,dim1,2021-05-11 05:09:34,2021-05-12 23:59:59,['r1757' 'r5452'],r5452,"{'j105': 11469, 'j96': 262, 'j104': 3587}","{'r1757': 2.62, 'r5452': 2.62}",ddu,2.24
TUS2,DLA5,92582,dim1,2021-05-11 05:09:35,2021-05-12 23:59:59,['r66' 'r2378' 'r2946'],r2378,{},"{'r66': 5.94, 'r2378': 5.8, 'r2946': 6.47}",3p,5.8
OAK4,DPS1,90057,dim1,2021-05-11 05:09:37,2021-05-12 23:59:59,['r86' 'r1387' 'r5098' 'r5578'],r86,"{'j57': 3384, 'j84': 130, 'j75': 3584, 'j72': 2634}","{'r86': 5.06, 'r1387': 5.09, 'r5098': 6.6, 'r5578': 5.6}",amzl_indirect,1.0
